epoch,train_loss,val_loss,lr,train_accuracy,train_bce,train_precision,train_recall,train_f1,val_accuracy,val_bce,val_precision,val_recall,val_f1,val_best_accuracy,val_best_threshold
0.0,0.5755934119224548,0.7622813582420349,0.0004,0.533923327922821,0.7308651208877563,0.533923327922821,1.0,0.6961538195610046,0.4434782564640045,0.796270489692688,0.0,0.0,0.0,0.5565217137336731,0.10000000149011612
1.0,0.6007241010665894,0.6170568466186523,0.0004,0.533923327922821,0.6967787146568298,0.5340572595596313,0.9963167309761047,0.6953727602958679,0.5565217137336731,0.735083281993866,0.5565217137336731,1.0,0.7150837779045105,0.5652173757553101,0.33000001311302185
2.0,0.5894043445587158,0.7366540431976318,0.0004,0.5462143421173096,0.6876252889633179,0.5416028499603271,0.9769797325134277,0.6968801021575928,0.530434787273407,0.7383377552032471,0.5462962985038757,0.921875,0.6860465407371521,0.573913037776947,0.38999998569488525
3.0,0.5821687579154968,0.7168729305267334,0.0004,0.5545722842216492,0.7072816491127014,0.5525087714195251,0.8720073699951172,0.6764285564422607,0.40869563817977905,0.8173741698265076,0.4285714328289032,0.1875,0.260869562625885,0.5652173757553101,0.10000000149011612
4.0,0.5808074474334717,0.6065366864204407,0.0004,0.5471976399421692,0.6837148070335388,0.5416456460952759,0.9880294799804688,0.6997065544128418,0.5478261113166809,0.7157125473022461,0.5545454621315002,0.953125,0.7011494040489197,0.5565217137336731,0.10000000149011612
5.0,0.5776016116142273,0.7902921438217163,0.0004,0.5398229956626892,0.7184427380561829,0.5588697195053101,0.6556169390678406,0.6033898591995239,0.43478259444236755,0.8234341740608215,0.4545454680919647,0.078125,0.13333334028720856,0.5565217137336731,0.10000000149011612
6.0,0.5757502317428589,0.7258253693580627,0.0004,0.5624385476112366,0.6988454461097717,0.5621827244758606,0.8158379197120667,0.6656649112701416,0.47826087474823,0.7815781831741333,0.5555555820465088,0.3125,0.4000000059604645,0.5652173757553101,0.10000000149011612
7.0,0.5718995332717896,1.2242199182510376,0.0004,0.5550639033317566,0.7035267949104309,0.5507571697235107,0.9042357206344604,0.6845591068267822,0.4521739184856415,0.9851835370063782,1.0,0.015625,0.03076923079788685,0.5652173757553101,0.14000000059604645
8.0,0.5724465250968933,0.7978569865226746,0.0004,0.5678465962409973,0.6893674731254578,0.5614973306655884,0.8701657652854919,0.6825568675994873,0.47826087474823,0.8024466633796692,0.699999988079071,0.109375,0.18918919563293457,0.5652173757553101,0.10000000149011612
9.0,0.5712348818778992,1.1827489137649536,0.0004,0.5496558547019958,0.7304790616035461,0.5432790517807007,0.9825046062469482,0.6996721029281616,0.4434782564640045,1.0109248161315918,0.0,0.0,0.0,0.582608699798584,0.1599999964237213
10.0,0.5686517953872681,0.8538782000541687,0.0004,0.5432645082473755,0.6822855472564697,0.5392304062843323,0.9935543537139893,0.6990605592727661,0.5565217137336731,0.8151545524597168,0.5585585832595825,0.96875,0.7085714340209961,0.582608699798584,0.2199999988079071
11.0,0.5600994825363159,0.6501485705375671,0.0004,0.5442478060722351,0.685221791267395,0.5396113395690918,0.9972375631332397,0.7002909779548645,0.5565217137336731,0.8444197177886963,0.5585585832595825,0.96875,0.7085714340209961,0.573913037776947,0.23999999463558197
12.0,0.5586758852005005,0.44461339712142944,0.0004,0.5673549771308899,0.660165011882782,0.5540966391563416,0.9714548587799072,0.7056856155395508,0.5478261113166809,0.7676008939743042,0.5535714030265808,0.96875,0.7045454382896423,0.591304361820221,0.33000001311302185
13.0,0.5543112754821777,0.4182126820087433,0.0004,0.5988200306892395,0.6714330315589905,0.5817191004753113,0.8848987221717834,0.701972246170044,0.5130434632301331,0.7848671078681946,0.5512820482254028,0.671875,0.6056337952613831,0.573913037776947,0.28999999165534973
14.0,0.5462092161178589,0.4442882537841797,0.0004,0.6253687143325806,0.640465497970581,0.6103542447090149,0.8250460624694824,0.7016444802284241,0.5478261113166809,0.6932919025421143,0.5545454621315002,0.953125,0.7011494040489197,0.6173912882804871,0.47999998927116394
15.0,0.5347893238067627,0.3594149947166443,0.0004,0.6184857487678528,0.6447290182113647,0.6398916840553284,0.6528545022010803,0.6463081240653992,0.52173912525177,0.7319279313087463,0.5789473652839661,0.515625,0.5454545617103577,0.573913037776947,0.4099999964237213
16.0,0.5288775563240051,0.2295963615179062,0.0004,0.6327433586120605,0.630804181098938,0.6477767825126648,0.6841620802879333,0.6654724478721619,0.5130434632301331,0.7740420699119568,0.5645161271095276,0.546875,0.5555555820465088,0.5652173757553101,0.10000000149011612
17.0,0.5202687382698059,0.35117268562316895,0.0004,0.6243854761123657,0.6364065408706665,0.7027707695960999,0.5138121843338013,0.5936170220375061,0.46086955070495605,0.8715982437133789,0.550000011920929,0.171875,0.261904776096344,0.591304361820221,0.12999999523162842
18.0,0.5116434693336487,0.3131524622440338,0.0004,0.6499508619308472,0.6054936647415161,0.6757518649101257,0.6620625853538513,0.6688371896743774,0.5130434632301331,0.8281996846199036,0.6111111044883728,0.34375,0.4399999976158142,0.5652173757553101,0.10000000149011612
19.0,0.49833282828330994,0.18658359348773956,0.0004,0.6425762176513672,0.6060999631881714,0.7298335433006287,0.5248618721961975,0.6106052398681641,0.48695650696754456,0.8145438432693481,0.5454545617103577,0.46875,0.5042017102241516,0.5565217137336731,0.38999998569488525
20.0,0.48778408765792847,0.3161483108997345,0.0004,0.6769911646842957,0.5670881867408752,0.690666675567627,0.7154695987701416,0.7028493881225586,0.582608699798584,0.8410761952400208,0.699999988079071,0.4375,0.5384615659713745,0.582608699798584,0.4300000071525574
21.0,0.46515002846717834,0.23269233107566833,0.0004,0.6853490471839905,0.5717501640319824,0.7342436909675598,0.6436464190483093,0.6859666109085083,0.5130434632301331,0.9284137487411499,0.5952380895614624,0.390625,0.4716981053352356,0.5478261113166809,0.10000000149011612
22.0,0.4516165256500244,0.33776384592056274,0.0004,0.7025565505027771,0.5568522214889526,0.8079385161399841,0.581031322479248,0.6759507060050964,0.48695650696754456,1.0639479160308838,0.6000000238418579,0.234375,0.33707866072654724,0.5043478012084961,0.11999999731779099
23.0,0.4375190734863281,0.10196626931428909,0.0004,0.7143559455871582,0.5329457521438599,0.7458617091178894,0.7053406834602356,0.7250354886054993,0.5130434632301331,0.9659498929977417,0.5666666626930237,0.53125,0.5483871102333069,0.5478261113166809,0.20999999344348907
24.0,0.41762077808380127,0.3004325330257416,0.0004,0.7227138876914978,0.5117846727371216,0.7690721750259399,0.6869245171546936,0.725680947303772,0.5130434632301331,0.9847462773323059,0.6000000238418579,0.375,0.4615384638309479,0.5652173757553101,0.4099999964237213
25.0,0.40331146121025085,0.4175911247730255,0.0004,0.7325466871261597,0.5008383989334106,0.8180751204490662,0.6418048143386841,0.719298243522644,0.4956521689891815,0.9341681003570557,0.5789473652839661,0.34375,0.4313725531101227,0.5565217137336731,0.10000000149011612
26.0,0.38184893131256104,0.3430783748626709,0.0004,0.755162239074707,0.48110508918762207,0.8273941874504089,0.6841620802879333,0.7489919066429138,0.47826087474823,1.0884212255477905,0.5588235259056091,0.296875,0.3877550959587097,0.530434787273407,0.3400000035762787
27.0,0.3761686682701111,0.16123396158218384,0.0004,0.7566371560096741,0.47575101256370544,0.8456140160560608,0.6657458543777466,0.744976818561554,0.5043478012084961,1.2807166576385498,0.5945945978164673,0.34375,0.4356435537338257,0.5130434632301331,0.4300000071525574
28.0,0.3524937629699707,0.1360694169998169,0.0004,0.7507374882698059,0.477893590927124,0.8492159247398376,0.6482504606246948,0.7352480292320251,0.4956521689891815,1.1967030763626099,0.574999988079071,0.359375,0.4423076808452606,0.539130449295044,0.10999999940395355
29.0,0.34394219517707825,0.1222103163599968,0.0004,0.7753195762634277,0.4251417815685272,0.8110781311988831,0.7550644278526306,0.7820696234703064,0.530434787273407,1.2116590738296509,0.6086956262588501,0.4375,0.5090909004211426,0.539130449295044,0.10000000149011612
30.0,0.3337235152721405,0.17531718313694,0.0004,0.7841691374778748,0.43858602643013,0.8199802041053772,0.7633517384529114,0.7906532883644104,0.4956521689891815,1.2205257415771484,0.5681818127632141,0.390625,0.46296295523643494,0.52173912525177,0.41999998688697815
31.0,0.3211606740951538,0.0710517168045044,0.0004,0.8008849620819092,0.3892565071582794,0.7641582489013672,0.9069981575012207,0.8294736742973328,0.5043478012084961,1.246189832687378,0.5538461804389954,0.5625,0.5581395626068115,0.52173912525177,0.10000000149011612
